Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:BAKERY [J](Hourly),Electricity:Zone:DELI [J](Hourly),Electricity:Zone:DRYSTORAGE [J](Hourly),Electricity:Zone:OFFICE [J](Hourly),Electricity:Zone:PRODUCE [J](Hourly),Electricity:Zone:SALES [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 11/19  05:00:00,328906568,148711292.8,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,118040627.8,131318075.2,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 11/19  06:00:00,325418715.8,147526488,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,116855823,129015027.8,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 11/19  07:00:00,472708540.4,188386450.9,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,132755009,132728564.4,102716325,102716325,0,0,25154568.06,50939904.45,1160776126,1143975735,12609000,4191390.985,,,,,,,,,,,,,,,,,,,
 11/19  08:00:00,465574655.1,192581505.9,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,136950064,170276824.2,102716325,102716325,0,0,25154568.06,50939904.45,1060500389,1047819389,12609000,72000,,,,,,,,,,,,,,,,,,,
 11/19  09:00:00,590359364.7,295642851.5,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,240011409.5,192000188.3,102716325,102716325,0,0,25154568.06,50939904.45,934907447.9,922226447.9,12609000,72000,,,,,,,,,,,,,,,,,,,
 11/19  10:00:00,497303123.5,193450354.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,137818912.8,201136443.8,102716325,102716325,0,0,25154568.06,50939904.45,904965107,888164134.7,12609000,4191972.313,,,,,,,,,,,,,,,,,,,
 11/19  11:00:00,621126927.7,338671566.6,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,215683220,179739036.1,102716325,102716325,0,0,100618272.2,99993408.9,809581690.8,780170488.6,25218000,4193202.255,,,,,,,,,,,,,,,,,,,
 11/19  12:00:00,729308994.8,448960046,30427715.05,39033364.55,18550712.57,3063333.924,34022244.56,323862675.4,177632623.8,102716325,102716325,0,0,100618272.2,99993408.9,775845943,750555943,25218000,72000,,,,,,,,,,,,,,,,,,,
 11/19  13:00:00,759587276.7,436513048.4,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,268620098.7,220011686.6,103062541.7,102716325,346216.6812,0,150927408.4,132695745.2,726718389.5,688900759.8,33624000,4193629.708,,,,,,,,,,,,,,,,,,,
 11/19  14:00:00,751590155.4,436318330.1,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,268425380.3,212391742.8,102880082.6,102716325,163757.5961,0,150927408.4,132695745.2,722763250.4,684945445.4,33624000,4193804.963,,,,,,,,,,,,,,,,,,,
 11/19  15:00:00,736484709,436109055.8,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,268216106,197659328.2,102716325,102716325,0,0,150927408.4,132695745.2,730191585.7,692374406.4,33624000,4193179.31,,,,,,,,,,,,,,,,,,,
 11/19  16:00:00,748380271.3,436247395.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,268354445.4,184977951.1,102716325,102716325,0,0,150927408.4,132695745.2,740838790.5,703021428.8,33624000,4193361.686,,,,,,,,,,,,,,,,,,,
 11/19  17:00:00,772350778.5,436127923.4,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,268234973.6,184629330.2,102716325,102716325,0,0,150927408.4,132695745.2,748024076.7,710206335.2,33624000,4193741.441,,,,,,,,,,,,,,,,,,,
 11/19  18:00:00,667558046.2,337912547.6,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,214924201,177999915.5,102768383.1,102716325,52058.14372,0,100618272.2,99993408.9,855483955.2,830193955.2,25218000,72000,,,,,,,,,,,,,,,,,,,
 11/19  19:00:00,684063680.5,341439456.5,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,263355713,191030699,102716325,102716325,0,0,50309136.12,67291072.6,924749638.9,903744708.1,16812000,4192930.83,,,,,,,,,,,,,,,,,,,
 11/19  20:00:00,614222179.5,237559748.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,159476004.8,225068906.1,102716325,102716325,0,0,50309136.12,67291072.6,945536084.5,924530962.5,16812000,4193122.01,,,,,,,,,,,,,,,,,,,
 11/19  21:00:00,581913236.2,237688405.2,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,159604661.7,192631306,102716325,102716325,0,0,50309136.12,67291072.6,946263370.2,929379370.2,16812000,72000,,,,,,,,,,,,,,,,,,,
 11/19  22:00:00,529222474.6,239638661.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,161554917.8,137990288.3,102716325,102716325,0,0,50309136.12,67291072.6,794472012,773467927.4,16812000,4192084.598,,,,,,,,,,,,,,,,,,,
 11/19  23:00:00,314690043.5,152988812.2,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,122318147.2,112824031.4,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 11/19  24:00:00,439325287.7,262297486,7315624.381,12053088.57,3673873.923,576493.986,9160608.119,229517797,128150601.7,0,0,0,0,12577284.03,24526752.23,10496026.67,0,6304500,4191526.67,,,,,,,,,,,,,,,,,,,
 11/20  01:00:00,339772274.9,159378717.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,122783939.6,131516357.3,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/20  02:00:00,313716208.6,157269524.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,120674746.4,107569484.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/20  03:00:00,311549101.7,155879493.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,119284715.3,106792408.4,0,0,0,0,12577284.03,32702336.3,12597475.42,0,8406000,4191475.416,,,,,,,,,,,,,,,,,,,
 11/20  04:00:00,309979737.4,154895325.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,118300547.3,106207212.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/20  05:00:00,332692033.7,154311482.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,117716704.4,129503351.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/20  06:00:00,330524239,154015987.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,117421209.6,127631051.3,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/20  07:00:00,522714417.3,236145683.5,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,158061940,134975208.8,102716325,102716325,0,0,50309136.12,67291072.6,1114366774,1093363396,16812000,4191377.74,,,,,,,,,,,,,,,,,,,
 11/20  08:00:00,518335659.2,242271691.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,164187948.4,173347642.4,102716325,102716325,0,0,50309136.12,67291072.6,1000770303,983886303.1,16812000,72000,,,,,,,,,,,,,,,,,,,
 11/20  09:00:00,791395913.7,491979741,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,346539092.8,196699847.7,102716325,102716325,0,0,125772840.3,116344577.1,893529603.1,859916015.9,29421000,4192587.192,,,,,,,,,,,,,,,,,,,
 11/20  10:00:00,887891100.4,552036192.1,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,340482790,232778804.5,103076103.7,102716325,359778.7786,0,226391112.5,149046913.4,799076864.8,757056385.2,37827000,4193479.61,,,,,,,,,,,,,,,,,,,
 11/20  11:00:00,851420747.7,553110109.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,341556707.6,195381873.9,102928764,102716325,212439.0574,0,226391112.5,149046913.4,768264792.4,726243903.3,37827000,4193889.12,,,,,,,,,,,,,,,,,,,
 11/20  12:00:00,957251218.9,663694761.1,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,450032335.1,190697403.5,102859054.3,102716325,142729.3065,0,226391112.5,149046913.4,734899578.7,692877905.8,37827000,4194672.873,,,,,,,,,,,,,,,,,,,
 11/20  13:00:00,889061852.6,554534248.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,342980846.9,231757264.4,102770339.3,102716325,54014.28631,0,226391112.5,149046913.4,724464771.7,682441890.1,37827000,4195881.654,,,,,,,,,,,,,,,,,,,
 11/20  14:00:00,878633039.5,553677873.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,342124471.8,222116344.7,102838820.8,102716325,122495.8707,0,226391112.5,149046913.4,718624678.5,676601934.7,37827000,4195743.732,,,,,,,,,,,,,,,,,,,
 11/20  15:00:00,862595861.2,552559667.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,341006265.8,206992177.6,103044015.8,102716325,327690.824,0,226391112.5,149046913.4,722081097.8,675937020.4,37827000,8317077.377,,,,,,,,,,,,,,,,,,,
 11/20  16:00:00,873253992.8,551585727.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,340032325.2,194041120.6,103188545,102716325,472220.0342,0,226391112.5,149046913.4,710024971.5,668003972,37827000,4193999.428,,,,,,,,,,,,,,,,,,,
 11/20  17:00:00,896046877,550786930,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,339233527.9,193309843.7,103072903.3,102716325,356578.3339,0,226391112.5,149046913.4,726695456.2,684674293.2,37827000,4194163.022,,,,,,,,,,,,,,,,,,,
 11/20  18:00:00,893732337.2,549792452.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,338239050.7,192346359.5,102716325,102716325,0,0,226391112.5,149046913.4,758184627.9,716163248.1,37827000,4194379.769,,,,,,,,,,,,,,,,,,,
 11/20  19:00:00,886073952,539104832,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,371211882.2,195375595,102716325,102716325,0,0,150927408.4,132695745.2,797207283.9,759389340.8,33624000,4193943.064,,,,,,,,,,,,,,,,,,,
 11/20  20:00:00,832127892.7,436138099.8,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,268245150,244396268,102716325,102716325,0,0,150927408.4,132695745.2,828111761.6,794415761.6,33624000,72000,,,,,,,,,,,,,,,,,,,
 11/20  21:00:00,739307512.6,386646715.8,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,241206067.6,201067271.8,102716325,102716325,0,0,125772840.3,116344577.1,850919768.2,817305304.4,29421000,4193463.793,,,,,,,,,,,,,,,,,,,
 11/20  22:00:00,529818434.3,241814214.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,163730470.8,136410695,102716325,102716325,0,0,50309136.12,67291072.6,746741790.2,725737252.4,16812000,4192537.819,,,,,,,,,,,,,,,,,,,
 11/20  23:00:00,321234567,161791298.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,125196520.7,110566068.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/20  24:00:00,445271564.5,270388167,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,231684364.9,126006197.4,0,0,0,0,12577284.03,32702336.3,12597704.36,0,8406000,4191704.359,,,,,,,,,,,,,,,,,,,
 11/21  01:00:00,334833286.6,158506008.6,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,121911230.5,127450078,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/21  02:00:00,307966164.3,155696181.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,119101403.6,103392782.6,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/21  03:00:00,304541866.3,153517483.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,116922705.7,102147182.6,0,0,0,0,12577284.03,32702336.3,12597298.17,0,8406000,4191298.175,,,,,,,,,,,,,,,,,,,
 11/21  04:00:00,301713055.5,151735063,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,115140284.9,101100792.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/21  05:00:00,380123728.8,150324712.2,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,113729934.1,180921816.7,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/21  06:00:00,378403802.1,149211141.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,112616363.3,180315460.8,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/21  07:00:00,569827770.7,229088596.2,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,151004852.7,189145649.5,102716325,102716325,0,0,50309136.12,67291072.6,1320250417,1299247006,16812000,4191411.613,,,,,,,,,,,,,,,,,,,
 11/21  08:00:00,534447318.1,232759809.2,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,154676065.7,198971183.9,102716325,102716325,0,0,50309136.12,67291072.6,1179320184,1162436184,16812000,72000,,,,,,,,,,,,,,,,,,,
 11/21  09:00:00,775770746.3,482115416.4,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,336674768.2,190939004.9,102716325,102716325,0,0,125772840.3,116344577.1,1057403499,1023789825,29421000,4192673.934,,,,,,,,,,,,,,,,,,,
 11/21  10:00:00,869130464.2,542371581.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,330818179.3,223879530.2,102879352.6,102716325,163027.6379,0,226391112.5,149046913.4,940746118.1,898725544.2,37827000,4193573.92,,,,,,,,,,,,,,,,,,,
 11/21  11:00:00,835239264.7,544090576.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,332537174.4,188254025.7,102894662.5,102716325,178337.5742,0,226391112.5,149046913.4,901558136.8,859537145.8,37827000,4193991.015,,,,,,,,,,,,,,,,,,,
 11/21  12:00:00,944713844.6,655457658.4,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,441795232.4,186401588.2,102854598,102716325,138272.9883,0,226391112.5,149046913.4,857267780,815245995.5,37827000,4194784.476,,,,,,,,,,,,,,,,,,,
 11/21  13:00:00,876458574,547457732.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,335904330.4,226225054.3,102775787.2,102716325,59462.22294,0,226391112.5,149046913.4,836192265,794170263.7,37827000,4195001.274,,,,,,,,,,,,,,,,,,,
 11/21  14:00:00,867252572.5,547701289,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,336147887,216834958.5,102716325,102716325,0,0,226391112.5,149046913.4,824517636.1,782495751.5,37827000,4194884.652,,,,,,,,,,,,,,,,,,,
 11/21  15:00:00,852081330.2,547118934.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,335565532.3,202246070.9,102716325,102716325,0,0,226391112.5,149046913.4,820773015,774628660.1,37827000,8317354.81,,,,,,,,,,,,,,,,,,,
 11/21  16:00:00,863155037.9,546454970.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,334901568.7,189545142.2,102716325,102716325,0,0,226391112.5,149046913.4,804186524.1,762165377,37827000,4194147.15,,,,,,,,,,,,,,,,,,,
 11/21  17:00:00,886021697.2,545572429.1,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,334019027,188855743.1,102716325,102716325,0,0,226391112.5,149046913.4,817632535.6,775611217.6,37827000,4194318.021,,,,,,,,,,,,,,,,,,,
 11/21  18:00:00,882675668.5,543549327,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,331995924.9,187532816.5,102716325,102716325,0,0,226391112.5,149046913.4,846252351.9,804230809.5,37827000,4194542.382,,,,,,,,,,,,,,,,,,,
 11/21  19:00:00,874418329.7,531555459.7,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,363662509.9,191269345.1,102716325,102716325,0,0,150927408.4,132695745.2,885211703.2,847393591.7,33624000,4194111.492,,,,,,,,,,,,,,,,,,,
 11/21  20:00:00,792983596.2,427171540.9,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,259278591.1,214218530.3,102716325,102716325,0,0,150927408.4,132695745.2,914619109.5,880923109.5,33624000,72000,,,,,,,,,,,,,,,,,,,
 11/21  21:00:00,701086867.9,376763377.6,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,231322729.4,172729965.3,102716325,102716325,0,0,125772840.3,116344577.1,935623068.9,902008442.3,29421000,4193626.574,,,,,,,,,,,,,,,,,,,
 11/21  22:00:00,497598040.5,230907099.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,152823355.8,115097416.3,102716325,102716325,0,0,50309136.12,67291072.6,841380970.6,820376251.8,16812000,4192718.774,,,,,,,,,,,,,,,,,,,
 11/21  23:00:00,305140949,150657115,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,114062336.9,105606634.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/21  24:00:00,431529331.7,259794636.3,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,221090834.2,122857495.4,0,0,0,0,12577284.03,32702336.3,12597597.83,0,8406000,4191597.828,,,,,,,,,,,,,,,,,,,
 11/22  01:00:00,319734111.4,148641897.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,112047119.4,122215013.9,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/22  02:00:00,293890710.4,146458877.6,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,109864099.6,98554632.73,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/22  03:00:00,291357832.6,144891239.2,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,108296461.1,97589393.44,0,0,0,0,12577284.03,32702336.3,12597235.26,0,8406000,4191235.256,,,,,,,,,,,,,,,,,,,
 11/22  04:00:00,289699838.3,143957021.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,107362243,96865617.18,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/22  05:00:00,343053416.1,144076555.9,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,107481777.9,120818521.4,29281138.81,29281138.81,0,0,12577284.03,32702336.3,51650739.75,43172739.75,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/22  06:00:00,356458675.4,144509094,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,107914315.9,119150673.2,43921708.22,43921708.22,0,0,12577284.03,32702336.3,90141939.4,77544623.34,8406000,4191316.054,,,,,,,,,,,,,,,,,,,
 11/22  07:00:00,501873933.2,223552184.7,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,145468441.2,126728223.5,102716325,102716325,0,0,50309136.12,67291072.6,1411045341,1394161341,16812000,72000,,,,,,,,,,,,,,,,,,,
 11/22  08:00:00,487833363.8,224713669.7,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,146629926.2,160403369.1,102716325,102716325,0,0,50309136.12,67291072.6,1277590405,1260706405,16812000,72000,,,,,,,,,,,,,,,,,,,
 11/22  09:00:00,762207085.7,473036041.1,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,327595392.9,186454719.6,102716325,102716325,0,0,125772840.3,116344577.1,1143806576,1110192707,29421000,4192869.436,,,,,,,,,,,,,,,,,,,
 11/22  10:00:00,853152722,532865665.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,321312263.2,217512560.4,102774496.4,102716325,58171.38642,0,226391112.5,149046913.4,1009134269,967114101.2,37827000,4193168.089,,,,,,,,,,,,,,,,,,,
 11/22  11:00:00,819867307.9,534269462.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,322716060.7,182744579.6,102853265.6,102716325,136940.6225,0,226391112.5,149046913.4,962373143.6,920351943.8,37827000,4194199.844,,,,,,,,,,,,,,,,,,,
 11/22  12:00:00,930548129.9,644962310,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,431299883.9,182740691.8,102845128.1,102716325,128803.155,0,226391112.5,149046913.4,904082087.5,862060084.8,37827000,4195002.696,,,,,,,,,,,,,,,,,,,
 11/22  13:00:00,860586793.6,536809688.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,325256286.6,220948165.7,102828939.2,102716325,112614.253,0,226391112.5,149046913.4,875690994.5,833668766.7,37827000,4195227.79,,,,,,,,,,,,,,,,,,,
 11/22  14:00:00,851142445.5,537299114.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,325745712.3,211127006.1,102716325,102716325,0,0,226391112.5,149046913.4,866035112.8,819889948.3,37827000,8318164.455,,,,,,,,,,,,,,,,,,,
 11/22  15:00:00,838175686.1,538070438.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,326517036.8,197388922.3,102716325,102716325,0,0,226391112.5,149046913.4,852156325.2,810134662.4,37827000,4194662.854,,,,,,,,,,,,,,,,,,,
 11/22  16:00:00,852033199.9,539251378.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,327697976.8,185626896.1,102716325,102716325,0,0,226391112.5,149046913.4,835207602.7,793186203.8,37827000,4194398.909,,,,,,,,,,,,,,,,,,,
 11/22  17:00:00,878418015.1,540553350.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,328999948.4,186271139.7,102716325,102716325,0,0,226391112.5,149046913.4,835049581,793028003.8,37827000,4194577.205,,,,,,,,,,,,,,,,,,,
 11/22  18:00:00,878578631.5,540639912.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,329086510.2,186345194.3,102716325,102716325,0,0,226391112.5,149046913.4,848211311.1,806190305.4,37827000,4194005.615,,,,,,,,,,,,,,,,,,,
 11/22  19:00:00,873818880.7,530651489.8,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,362758540,191573865.9,102716325,102716325,0,0,150927408.4,132695745.2,870654246.3,832836599,33624000,4193647.323,,,,,,,,,,,,,,,,,,,
 11/22  20:00:00,819793899.9,428430507.6,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,260537557.8,239769867.3,102716325,102716325,0,0,150927408.4,132695745.2,889787180.2,851969846.1,33624000,4193334.195,,,,,,,,,,,,,,,,,,,
 11/22  21:00:00,729670626.7,380345760.7,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,234905112.5,197731341.1,102716325,102716325,0,0,125772840.3,116344577.1,893063833,863570833,29421000,72000,,,,,,,,,,,,,,,,,,,
 11/22  22:00:00,524098953,237312937,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,159229193.5,135192491,102716325,102716325,0,0,50309136.12,67291072.6,784464749.7,763459970.6,16812000,4192779.046,,,,,,,,,,,,,,,,,,,
 11/22  23:00:00,317619286,158897933.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,122303155.4,109844152.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 11/22  24:00:00,443118742.3,268206505.8,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,229502703.8,126035036.5,0,0,0,0,12577284.03,32702336.3,12597604.39,0,8406000,4191604.386,,,,,,,,,,,,,,,,,,,
 11/23  01:00:00,326422724.1,149079429.9,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,118408764.9,128466094.3,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 11/23  02:00:00,300270778,147219261,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,116548596,104174317,0,0,0,0,12577284.03,24526752.23,10495952,0,6304500,4191452.005,,,,,,,,,,,,,,,,,,,
 11/23  03:00:00,298026169.2,145899591.8,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,115228926.9,103249377.3,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 11/23  04:00:00,296363044.7,144966971.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,114296306.4,102518873.4,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 11/23  05:00:00,318904409.7,144312240.8,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,113641575.8,125714968.9,0,0,0,0,12577284.03,24526752.23,10495925.5,0,6304500,4191425.499,,,,,,,,,,,,,,,,,,,
 11/23  06:00:00,316439165.3,143825811.7,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,113155146.7,123736153.6,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 11/23  07:00:00,465198700.5,184894121,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,129262679.1,128711054.5,102716325,102716325,0,0,25154568.06,50939904.45,1410718698,1398037698,12609000,72000,,,,,,,,,,,,,,,,,,,
 11/23  08:00:00,471254583.3,189980309,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,134348867,166338649.3,102716325,102716325,0,0,25154568.06,50939904.45,1268118185,1251317555,12609000,4191630.505,,,,,,,,,,,,,,,,,,,
 11/23  09:00:00,584828767.6,293583087.2,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,237951645.2,188529355.5,102716325,102716325,0,0,25154568.06,50939904.45,1115138510,1102457510,12609000,72000,,,,,,,,,,,,,,,,,,,
 11/23  10:00:00,491513019.1,191322794.6,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,135691352.7,197473899.5,102716325,102716325,0,0,25154568.06,50939904.45,1081520199,1064719269,12609000,4191929.385,,,,,,,,,,,,,,,,,,,
 11/23  11:00:00,614669058.5,336291063.9,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,213302717.2,175661669.6,102716325,102716325,0,0,100618272.2,99993408.9,975975864.6,950685864.6,25218000,72000,,,,,,,,,,,,,,,,,,,
 11/23  12:00:00,722398885,445377244.5,30427715.05,39033364.55,18550712.57,3063333.924,34022244.56,320279873.8,174305315.5,102716325,102716325,0,0,100618272.2,99993408.9,942836166.1,913424741.8,25218000,4193424.259,,,,,,,,,,,,,,,,,,,
 11/23  13:00:00,749223827.3,431483049.5,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,263590099.8,214860792.1,102879985.7,102716325,163660.6901,0,150927408.4,132695745.2,873295179.6,835477326.9,33624000,4193852.714,,,,,,,,,,,,,,,,,,,
 11/23  14:00:00,738756169.2,429785732.1,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,261892782.4,206194216.2,102776220.9,102716325,59895.9147,0,150927408.4,132695745.2,865835651.6,828018219.5,33624000,4193432.117,,,,,,,,,,,,,,,,,,,
