Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:BAKERY [J](Hourly),Electricity:Zone:DELI [J](Hourly),Electricity:Zone:DRYSTORAGE [J](Hourly),Electricity:Zone:OFFICE [J](Hourly),Electricity:Zone:PRODUCE [J](Hourly),Electricity:Zone:SALES [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/21  21:00:00,624423270.6,282503864.7,24980786.28,30999747.41,14816390.99,2426551.94,27312568.45,181967819.6,190325880.9,102716325,102716325,0,0,75463704.18,83642240.75,1027846675,1002638194,21015000,4193480.981,,,,,,,,,,,,,,,,,,,
 01/21  22:00:00,467193221.2,185530143,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,129898701.1,130069553.2,102716325,102716325,0,0,25154568.06,50939904.45,930622772.5,913820996.3,12609000,4192776.204,,,,,,,,,,,,,,,,,,,
 01/21  23:00:00,301464424.6,146085194.3,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,115414529.3,106502030.3,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/21  24:00:00,427756845.9,255342689.8,7315624.381,12053088.57,3673873.923,576493.986,9160608.119,222563000.9,123536956,0,0,0,0,12577284.03,24526752.23,10496619.25,0,6304500,4192119.247,,,,,,,,,,,,,,,,,,,
 01/22  01:00:00,315494697.7,143735388.8,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,113064723.8,122882109,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/22  02:00:00,288954972.8,140884420.3,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,110213755.3,99193352.54,0,0,0,0,12577284.03,24526752.23,10496192.77,0,6304500,4191692.77,,,,,,,,,,,,,,,,,,,
 01/22  03:00:00,285268314.8,138520849,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,107850184,97870265.8,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/22  04:00:00,327505019.9,137118784.1,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,106448119.2,97587327.5,43921708.22,43921708.22,0,0,12577284.03,24526752.23,78239534.06,71863034.06,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/22  05:00:00,351006297.7,136945589.2,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,106274924.2,121261800.3,43921708.22,43921708.22,0,0,12577284.03,24526752.23,84804370.68,74308328.77,6304500,4191541.906,,,,,,,,,,,,,,,,,,,
 01/22  06:00:00,334368087.6,136773771.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,106103106.4,119435977.4,29281138.81,29281138.81,0,0,12577284.03,24526752.23,63841877.34,57465377.34,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/22  07:00:00,450655429.1,175529881.5,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,119898439.5,123532022.6,102716325,102716325,0,0,25154568.06,50939904.45,1601244770,1588563770,12609000,72000,,,,,,,,,,,,,,,,,,,
 01/22  08:00:00,461578301.5,176918687.1,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,121287245.1,157504689.4,102716325,102716325,0,0,25154568.06,50939904.45,1453252698,1436451893,12609000,4191805.012,,,,,,,,,,,,,,,,,,,
 01/22  09:00:00,563490617.6,279427220,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,223795778.1,181347072.6,102716325,102716325,0,0,25154568.06,50939904.45,1290918551,1278237551,12609000,72000,,,,,,,,,,,,,,,,,,,
 01/22  10:00:00,465085290.6,176449374.6,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,120817932.7,185919591,102716325,102716325,0,0,25154568.06,50939904.45,1270809287,1254008061,12609000,4192226.506,,,,,,,,,,,,,,,,,,,
 01/22  11:00:00,589712560.2,321232229.5,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,198243882.9,165764005.7,102716325,102716325,0,0,100618272.2,99993408.9,1174927575,1145516054,25218000,4193520.884,,,,,,,,,,,,,,,,,,,
 01/22  12:00:00,702169823,431335649.7,30427715.05,39033364.55,18550712.57,3063333.924,34022244.56,306238279,168117848.4,102716325,102716325,0,0,100618272.2,99993408.9,1138165871,1112875871,25218000,72000,,,,,,,,,,,,,,,,,,,
 01/22  13:00:00,729593651.1,419862495.1,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,251969545.3,207014831.1,102716325,102716325,0,0,150927408.4,132695745.2,1060563129,1022744831,33624000,4194298.25,,,,,,,,,,,,,,,,,,,
 01/22  14:00:00,722603648.2,420799017.7,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,252906067.9,199088305.6,102716325,102716325,0,0,150927408.4,132695745.2,1036489226,998671088,33624000,4194138.283,,,,,,,,,,,,,,,,,,,
 01/22  15:00:00,708515674.9,420794077.1,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,252901127.3,185005272.9,102716325,102716325,0,0,150927408.4,132695745.2,1025206346,987388545.7,33624000,4193800.427,,,,,,,,,,,,,,,,,,,
 01/22  16:00:00,707990051.4,420565251.3,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,252672301.5,172489175.1,102716325,102716325,0,0,150927408.4,132695745.2,1020784763,982967157.6,33624000,4193605.61,,,,,,,,,,,,,,,,,,,
 01/22  17:00:00,744191292.9,420272577,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,252379627.2,172325190.9,102716325,102716325,0,0,150927408.4,132695745.2,1015967603,978149291.6,33624000,4194311.898,,,,,,,,,,,,,,,,,,,
 01/22  18:00:00,640595325,322736397.5,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,199748050.8,166265402.5,102716325,102716325,0,0,100618272.2,99993408.9,1180102565,1150690665,25218000,4193900.637,,,,,,,,,,,,,,,,,,,
 01/22  19:00:00,661013799.6,327213174.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,249129431.4,182207099.7,102716325,102716325,0,0,50309136.12,67291072.6,1242785653,1221780414,16812000,4193239.188,,,,,,,,,,,,,,,,,,,
 01/22  20:00:00,588980581.7,224124991,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,146041247.4,213262065.8,102716325,102716325,0,0,50309136.12,67291072.6,1266875830,1245870602,16812000,4193228.557,,,,,,,,,,,,,,,,,,,
 01/22  21:00:00,556502422.3,223589704.5,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,145505961,181319192.8,102716325,102716325,0,0,50309136.12,67291072.6,1280508908,1263624908,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/22  22:00:00,504211245,223672842.2,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,145589098.7,128944877.8,102716325,102716325,0,0,50309136.12,67291072.6,1142367494,1121363326,16812000,4192167.729,,,,,,,,,,,,,,,,,,,
 01/22  23:00:00,287158437.7,136454685,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,105784020,101826552.7,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/22  24:00:00,415552046.5,246184746.7,7315624.381,12053088.57,3673873.923,576493.986,9160608.119,213405057.7,120490099.8,0,0,0,0,12577284.03,24526752.23,10496073.85,0,6304500,4191573.852,,,,,,,,,,,,,,,,,,,
 01/23  01:00:00,309851055.7,143156722.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,106561944.5,117817133.2,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/23  02:00:00,314121237,140828687.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,104233909.3,95134210.82,29281138.81,29281138.81,0,0,12577284.03,32702336.3,60841206.88,52363206.88,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/23  03:00:00,327863943,140211289.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,103616511,94853745.72,43921708.22,43921708.22,0,0,12577284.03,32702336.3,104029044.2,91431548.96,8406000,4191495.287,,,,,,,,,,,,,,,,,,,
 01/23  04:00:00,327511436.8,139769350.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,103174572.8,94943177.78,43921708.22,43921708.22,0,0,12577284.03,32702336.3,103549754,95071754.04,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/23  05:00:00,336909443.7,139751396.9,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,103156618.8,118598647.1,29682199.72,29682199.72,0,0,12577284.03,32702336.3,79683676.7,71205676.7,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/23  06:00:00,351486959.8,140480864.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,103886086.7,116798337,45330558.04,45325421.4,5136.638092,0,12577284.03,32702336.3,125991044.8,117513044.8,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/23  07:00:00,498526924.1,221493996.6,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,143410253.1,125439402.5,102716325,102716325,0,0,50309136.12,67291072.6,1533453325,1512449880,16812000,4191445.073,,,,,,,,,,,,,,,,,,,
 01/23  08:00:00,510338552.9,223966350.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,145882606.8,159217277.6,102716325,102716325,0,0,50309136.12,67291072.6,1373674417,1356790417,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/23  09:00:00,761079276.4,472998128.7,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,327557480.5,185364822.8,102716325,102716325,0,0,125772840.3,116344577.1,1234825465,1201211477,29421000,4192988.239,,,,,,,,,,,,,,,,,,,
 01/23  10:00:00,851692748.9,532596746.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,321043344.9,216379677,102716325,102716325,0,0,226391112.5,149046913.4,1091619366,1049598730,37827000,4193636.521,,,,,,,,,,,,,,,,,,,
 01/23  11:00:00,817177858.9,533454240.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,321900838.7,181007293.2,102716325,102716325,0,0,226391112.5,149046913.4,1046955274,1004933960,37827000,4194313.372,,,,,,,,,,,,,,,,,,,
 01/23  12:00:00,927932803.6,643965812.9,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,430303386.8,181250665.7,102716325,102716325,0,0,226391112.5,149046913.4,1004577382,962555050.6,37827000,4195331.214,,,,,,,,,,,,,,,,,,,
 01/23  13:00:00,857511403.6,535850362.6,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,324296960.5,218944716.1,102716325,102716325,0,0,226391112.5,149046913.4,987849055.4,941702004.8,37827000,8320050.621,,,,,,,,,,,,,,,,,,,
 01/23  14:00:00,847917952.4,536312076.2,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,324758674.1,208889551.3,102716325,102716325,0,0,226391112.5,149046913.4,968075350.7,926051965,37827000,4196385.703,,,,,,,,,,,,,,,,,,,
 01/23  15:00:00,834120998.8,536524333,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,324970931,194880340.7,102716325,102716325,0,0,226391112.5,149046913.4,957017926.2,914995420.4,37827000,4195505.805,,,,,,,,,,,,,,,,,,,
 01/23  16:00:00,834429930.2,536803311.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,325249909.6,182690993.5,102716325,102716325,0,0,226391112.5,149046913.4,944583753.7,898439581.6,37827000,8317172.016,,,,,,,,,,,,,,,,,,,
 01/23  17:00:00,871173642.7,536900986.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,325347584.4,182679131.3,102716325,102716325,0,0,226391112.5,149046913.4,944176873.9,902154985.8,37827000,4194888.11,,,,,,,,,,,,,,,,,,,
 01/23  18:00:00,869804482.2,536070962.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,324517560.4,182139994.8,102716325,102716325,0,0,226391112.5,149046913.4,962612964.6,920591380.7,37827000,4194583.896,,,,,,,,,,,,,,,,,,,
 01/23  19:00:00,864243852.8,525062615.9,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,357169666.2,187587711.9,102716325,102716325,0,0,150927408.4,132695745.2,991922377.1,954103868.6,33624000,4194508.534,,,,,,,,,,,,,,,,,,,
 01/23  20:00:00,806967475.2,421807203.7,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,253914253.9,233566746.6,102716325,102716325,0,0,150927408.4,132695745.2,1017745185,979927423.2,33624000,4193761.801,,,,,,,,,,,,,,,,,,,
 01/23  21:00:00,715881421.3,372714424.1,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,227273775.8,191573472.3,102716325,102716325,0,0,125772840.3,116344577.1,1041372570,1007758211,29421000,4193358.902,,,,,,,,,,,,,,,,,,,
 01/23  22:00:00,509690044.8,228067556.6,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,149983813.1,130028963.2,102716325,102716325,0,0,50309136.12,67291072.6,950321133.5,933437133.5,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/23  23:00:00,301497712.3,149184238.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,112589460.5,103436273.7,0,0,0,0,12577284.03,32702336.3,12598274.94,0,8406000,4192274.943,,,,,,,,,,,,,,,,,,,
 01/23  24:00:00,428986517.6,258666167.1,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,219962365,121443150.6,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/24  01:00:00,316117349.1,147419208.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,110824430.2,119820940.8,0,0,0,0,12577284.03,32702336.3,12597246.93,0,8406000,4191246.931,,,,,,,,,,,,,,,,,,,
 01/24  02:00:00,290085165.6,145062738,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,108467959.9,96145227.56,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/24  03:00:00,332339014.7,143625503.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,107030725.3,95914603.19,43921708.22,43921708.22,0,0,12577284.03,32702336.3,86847461.12,78369461.12,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/24  04:00:00,332354483.8,143498633.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,106903855.6,96056941.87,43921708.22,43921708.22,0,0,12577284.03,32702336.3,95075204.43,82477846.55,8406000,4191357.872,,,,,,,,,,,,,,,,,,,
 01/24  05:00:00,398260181.4,143452352.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,106857574,176649490.5,29281138.81,29281138.81,0,0,12577284.03,32702336.3,71381462.74,62903462.74,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/24  06:00:00,413686966.2,143461324.8,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,106866546.7,176223550.5,45124890.94,45124890.94,0,0,12577284.03,32702336.3,115437022.9,106959022.9,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/24  07:00:00,559135571.9,222252049.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,144168305.8,185289997.6,102716325,102716325,0,0,50309136.12,67291072.6,1512473926,1495589926,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/24  08:00:00,542894507.9,223457057.6,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,145373314.1,192282525.3,102716325,102716325,0,0,50309136.12,67291072.6,1367540994,1346536670,16812000,4192324.022,,,,,,,,,,,,,,,,,,,
 01/24  09:00:00,759627437.4,471486946,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,326046297.8,185424166.5,102716325,102716325,0,0,125772840.3,116344577.1,1228211974,1194598336,29421000,4192637.153,,,,,,,,,,,,,,,,,,,
 01/24  10:00:00,848324890,530424154.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,318870752.4,215184410.6,102716325,102716325,0,0,226391112.5,149046913.4,1087188556,1045168124,37827000,4193432.568,,,,,,,,,,,,,,,,,,,
 01/24  11:00:00,813508029.7,530762385.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,319208983.9,180029318.8,102716325,102716325,0,0,226391112.5,149046913.4,1040563576,998542323.5,37827000,4194252.798,,,,,,,,,,,,,,,,,,,
 01/24  12:00:00,924191253.2,640724314.2,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,427061888.1,180696787.8,102770151.2,102716325,53826.23675,0,226391112.5,149046913.4,989741467,947718944.5,37827000,4195522.494,,,,,,,,,,,,,,,,,,,
 01/24  13:00:00,852723203.6,532177564.6,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,320624162.5,217829314,102716325,102716325,0,0,226391112.5,149046913.4,960801184.9,918778048.1,37827000,4196136.808,,,,,,,,,,,,,,,,,,,
 01/24  14:00:00,842946066.2,532410308.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,320856906.2,207819433,102716325,102716325,0,0,226391112.5,149046913.4,944578864.1,898431971.2,37827000,8319892.889,,,,,,,,,,,,,,,,,,,
 01/24  15:00:00,830026741.1,533060271,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,321506868.9,194250145.2,102716325,102716325,0,0,226391112.5,149046913.4,923315130.5,881293483.5,37827000,4194647.051,,,,,,,,,,,,,,,,,,,
 01/24  16:00:00,832011040.7,534407831.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,322854429.6,182667584,102716325,102716325,0,0,226391112.5,149046913.4,900676054.7,858654216.4,37827000,4194838.328,,,,,,,,,,,,,,,,,,,
 01/24  17:00:00,871248349.3,535950788.6,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,324397386.5,183704035.8,102716325,102716325,0,0,226391112.5,149046913.4,888651413.9,846629955.4,37827000,4194458.506,,,,,,,,,,,,,,,,,,,
 01/24  18:00:00,873988596.9,537536453.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,325983051.7,184858618.2,102716325,102716325,0,0,226391112.5,149046913.4,888400014,842255361.6,37827000,8317652.326,,,,,,,,,,,,,,,,,,,
 01/24  19:00:00,872714609.6,529549431.9,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,361656482.2,191571652.7,102716325,102716325,0,0,150927408.4,132695745.2,889014066.3,851195578.8,33624000,4194487.448,,,,,,,,,,,,,,,,,,,
 01/24  20:00:00,797821263.6,429303107.6,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,261410157.8,216924631.1,102716325,102716325,0,0,150927408.4,132695745.2,899818375.5,862000757.8,33624000,4193617.736,,,,,,,,,,,,,,,,,,,
 01/24  21:00:00,710057517.9,381869914.4,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,236429266.2,176594078.5,102716325,102716325,0,0,125772840.3,116344577.1,900673813.3,871180813.3,29421000,72000,,,,,,,,,,,,,,,,,,,
 01/24  22:00:00,509089671.2,238710947.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,160627203.8,118785198.9,102716325,102716325,0,0,50309136.12,67291072.6,794252181.1,773247164.1,16812000,4193016.965,,,,,,,,,,,,,,,,,,,
 01/24  23:00:00,318745486.2,159931586.6,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,123336808.5,109936699.6,0,0,0,0,12577284.03,32702336.3,12598090.13,0,8406000,4192090.13,,,,,,,,,,,,,,,,,,,
 01/24  24:00:00,443078362,268692799.1,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,229988997,125508362.9,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/25  01:00:00,332354879,156794417,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,120199638.9,126683262,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/25  02:00:00,304698796.5,153841712.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,117246934.6,101979883.9,0,0,0,0,12577284.03,32702336.3,12597479.01,0,8406000,4191479.015,,,,,,,,,,,,,,,,,,,
 01/25  03:00:00,301591614.5,151612188.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,115017410.7,101102225.8,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/25  04:00:00,299488210.5,150091339,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,113496560.9,100519671.5,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/25  05:00:00,336454698.7,149147940.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,112553162.6,123788988.6,14640569.41,14640569.41,0,0,12577284.03,32702336.3,33578273.18,20981059.11,8406000,4191214.078,,,,,,,,,,,,,,,,,,,
 01/25  06:00:00,351010592.4,149889911,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,113295132.9,122962342.6,29281138.81,29281138.81,0,0,12577284.03,32702336.3,45213075.59,36735075.59,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/25  07:00:00,513821934.2,231200729.7,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,153116986.2,131027679.5,102716325,102716325,0,0,50309136.12,67291072.6,1319048306,1302164306,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/25  08:00:00,530202648.5,235380635.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,157296892.4,167667087.6,102716325,102716325,0,0,50309136.12,67291072.6,1182275631,1161271327,16812000,4192303.277,,,,,,,,,,,,,,,,,,,
 01/25  09:00:00,780024510.7,485014067.8,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,339573419.6,192294118,102716325,102716325,0,0,125772840.3,116344577.1,1042207446,1012714446,29421000,72000,,,,,,,,,,,,,,,,,,,
 01/25  10:00:00,874910766.5,545299528.1,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,333746126.1,226725513.3,102885725.1,102716325,169400.1448,0,226391112.5,149046913.4,921448998.8,879428293.2,37827000,4193705.565,,,,,,,,,,,,,,,,,,,
 01/25  11:00:00,840346920.4,546855075.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,335301673.7,190586942.4,102904902.3,102716325,188577.3271,0,226391112.5,149046913.4,867836292.3,825815215.4,37827000,4194076.987,,,,,,,,,,,,,,,,,,,
 01/25  12:00:00,948539223.7,657863188.8,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,444200762.8,187814472.2,102861562.7,102716325,145237.7055,0,226391112.5,149046913.4,816532201.5,770385780.6,37827000,8319420.897,,,,,,,,,,,,,,,,,,,
 01/25  13:00:00,879922636.8,549124346.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,337570944.7,227968229,102830061,102716325,113736.0524,0,226391112.5,149046913.4,786289919.5,744266468.1,37827000,4196451.383,,,,,,,,,,,,,,,,,,,
 01/25  14:00:00,869261434.9,548442932.6,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,336889530.5,218102177.4,102716325,102716325,0,0,226391112.5,149046913.4,787778703.5,741632331.3,37827000,8319372.164,,,,,,,,,,,,,,,,,,,
 01/25  15:00:00,852450999.9,546883804,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,335330401.9,202850871,102716325,102716325,0,0,226391112.5,149046913.4,787042786.4,745021006.1,37827000,4194780.334,,,,,,,,,,,,,,,,,,,
 01/25  16:00:00,837339831.6,545123359.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,333569957.8,189500146.7,102716325,102716325,0,0,226391112.5,149046913.4,782017446.2,739995550.4,37827000,4194895.82,,,,,,,,,,,,,,,,,,,
 01/25  17:00:00,883861991.8,543647212.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,332093810.5,188621254.3,102716325,102716325,0,0,226391112.5,149046913.4,794223394.3,752201860.8,37827000,4194533.438,,,,,,,,,,,,,,,,,,,
