Date/Time,DistrictCooling:Facility [J](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](Monthly),DistrictHeating:Facility [J](RunPeriod),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:FREEZER_1 [J](Hourly),Electricity:Zone:FREEZER_2 [J](Hourly),Electricity:Zone:FREEZER_3 [J](Hourly),Electricity:Zone:FREEZER_4 [J](Hourly),Electricity:Zone:FREEZER_5 [J](Hourly),Electricity:Zone:SUBFREEZER [J](Hourly),Electricity:Zone:COOLER_1 [J](Hourly),Electricity:Zone:COOLER_2 [J](Hourly),Electricity:Zone:COOLER_3 [J](Hourly),Electricity:Zone:DOCK [J](Hourly),Electricity:Zone:OFFICE1_LOWER [J](Hourly),Electricity:Zone:OFFICE1_UPPER [J](Hourly),Electricity:Zone:OFFICE2_LOWER [J](Hourly),Electricity:Zone:OFFICE2_UPPER [J](Hourly),Electricity:Zone: [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/05  14:00:00,,,,,7632110887,6110863922,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5276181624,1517186165,4060800
 01/05  15:00:00,,,,,7480033979,6083414909,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5248732611,1392558270,4060800
 01/05  16:00:00,,,,,7059318754,5627308024,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4792625726,1427949930,4060800
 01/05  17:00:00,,,,,7925957777,6342163148,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5507480850,1579733829,4060800
 01/05  18:00:00,,,,,7956500735,6473611681,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5638929384,1478828253,4060800
 01/05  19:00:00,,,,,6010168750,4949243548,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,4515745579,1056864402,4060800
 01/05  20:00:00,,,,,6462917705,5317393704,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5260148020,1141463201,4060800
 01/05  21:00:00,,,,,6244222447,5244070804,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5186825120,996090843.6,4060800
 01/05  22:00:00,,,,,5459342359,4495781282,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4438535598,959500276.7,4060800
 01/05  23:00:00,,,,,2219049195,1546549242,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1489303558,668439153.4,4060800
 01/05  24:00:00,,,,,7740048822,6413731940,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6356486256,1322256082,4060800
 01/06  01:00:00,,,,,1257012049,772474646.7,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,715228962.9,480476602.6,4060800
 01/06  02:00:00,,,,,6548249936,5428759480,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5371513796,1115429657,4060800
 01/06  03:00:00,,,,,6327680956,5346600316,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5289354633,977019839.5,4060800
 01/06  04:00:00,,,,,5396535339,4490757308,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4433511624,901717231.2,4060800
 01/06  05:00:00,,,,,6296056561,5249882407,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5192636723,1042113354,4060800
 01/06  06:00:00,,,,,7302885785,6112970384,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6055724700,1185854601,4060800
 01/06  07:00:00,,,,,6261606895,5152175744,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5094930060,1105370351,4060800
 01/06  08:00:00,,,,,7750358085,6363499709,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6306254025,1382797576,4060800
 01/06  09:00:00,,,,,7748379947,6361892425,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5527210127,1382426722,4060800
 01/06  10:00:00,,,,,6807718993,5486803289,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4652120991,1316854904,4060800
 01/06  11:00:00,,,,,7858976523,6391454567,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5556772269,1463461156,4060800
 01/06  12:00:00,,,,,7744841524,6335598764,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5500916466,1405181960,4060800
 01/06  13:00:00,,,,,6873874143,5518364795,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,4781552502,1351448548,4060800
 01/06  14:00:00,,,,,7534024408,6114060689,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5279378391,1415902919,4060800
 01/06  15:00:00,,,,,7438969504,6100759112,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5266076814,1334149591,4060800
 01/06  16:00:00,,,,,6964454477,5647441102,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4812758804,1312952575,4060800
 01/06  17:00:00,,,,,7723364644,6344272459,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5509590161,1375031386,4060800
 01/06  18:00:00,,,,,7904599753,6501485918,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5666803620,1399053035,4060800
 01/06  19:00:00,,,,,5981539238,4969068068,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,4535570099,1008410371,4060800
 01/06  20:00:00,,,,,6390538376,5329622269,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5272376586,1056855307,4060800
 01/06  21:00:00,,,,,6235339305,5255668175,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5198422491,975610329.9,4060800
 01/06  22:00:00,,,,,5450577503,4513349481,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4456103797,933167222.5,4060800
 01/06  23:00:00,,,,,2209843202,1546871201,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1489625517,658911200.3,4060800
 01/06  24:00:00,,,,,7732293775,6429573591,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6372327907,1298659384,4060800
 01/07  01:00:00,,,,,1260123055,773107808.3,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,715862124.5,482954446.6,4060800
 01/07  02:00:00,,,,,6573915069,5433504610,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5376258926,1136349659,4060800
 01/07  03:00:00,,,,,6356520959,5349353217,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5292107533,1003106942,4060800
 01/07  04:00:00,,,,,5442638134,4485022165,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4427776481,953555169.5,4060800
 01/07  05:00:00,,,,,6332712432,5230704978,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5173459295,1097946653,4060800
 01/07  06:00:00,,,,,7330954639,6087787186,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6030541502,1239106654,4060800
 01/07  07:00:00,,,,,6324979342,5136991319,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5079745635,1183927223,4060800
 01/07  08:00:00,,,,,7839379979,6340206506,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6282960822,1495112673,4060800
 01/07  09:00:00,,,,,7708019389,6206682149,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,5494337358,1497276440,4060800
 01/07  10:00:00,,,,,6860617026,5336058153,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,4623713362,1520498073,4060800
 01/07  11:00:00,,,,,8028057723,6236611706,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,5524266915,1787385217,4060800
 01/07  12:00:00,,,,,7769061595,6171696302,133202446.4,31502603.32,35538757.31,29873158.32,92765989.44,37477234.98,66601223.18,17123219.43,14393430.83,180503174.5,18340888.43,18340888.43,18340888.43,18340888.43,5459351511,1593304492,4060800
 01/07  13:00:00,,,,,6672442606,5135561203,71358453.41,16876394.63,19038619.99,16003477.67,49696065.77,20077090.17,35679226.71,9173153.267,7710766.514,96698129.18,10562897.27,10562897.27,10562897.27,10562897.27,4750998237,1532820603,4060800
 01/07  14:00:00,,,,,7203674943,5516686164,50236351.2,11880981.82,13403188.47,11266448.28,34986030.3,14134271.48,25118175.6,6457899.9,5428379.626,68075482.95,7271097.303,7271097.303,7271097.303,7271097.303,5246614565,1682927979,4060800
 01/07  15:00:00,,,,,7317191434,5837636662,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,5223161876,1475493972,4060800
 01/07  16:00:00,,,,,6909494578,5388443883,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,4773969097,1516989895,4060800
 01/07  17:00:00,,,,,7872225673,6107005192,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,5492530406,1761159680,4060800
 01/07  18:00:00,,,,,7780431233,6234599268,115695839.1,27362261.17,30867949.21,25946971.8,80573887.97,32551655.53,57847919.57,14872739.16,12501722.77,156779900.1,14868484.95,14868484.95,14868484.95,14868484.95,5620124482,1541771165,4060800
 01/07  19:00:00,,,,,5869737043,4787801079,53851846.17,12736052.48,14367811.88,12077291.15,37503964.3,15151510.71,26925923.09,6922672.998,5819058.463,72974854.82,7090493.793,7090493.793,7090493.793,7090493.793,4501108117,1077875165,4060800
 01/07  20:00:00,,,,,6543906559,5301184653,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5243938969,1238661106,4060800
 01/07  21:00:00,,,,,6255296181,5224244553,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5166998870,1026990828,4060800
 01/07  22:00:00,,,,,5428101372,4478578418,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4421332734,945462153.8,4060800
 01/07  23:00:00,,,,,2216025894,1545970316,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1488724632,665994778,4060800
 01/07  24:00:00,,,,,7740142972,6409756259,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6352510575,1326325914,4060800
 01/08  01:00:00,,,,,1244280892,767690115.4,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,710444431.7,472529976.7,4060800
 01/08  02:00:00,,,,,6504603988,5421224628,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5363978945,1079318560,4060800
 01/08  03:00:00,,,,,6321183664,5345919893,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5288674209,971202971.5,4060800
 01/08  04:00:00,,,,,5395758728,4491820676,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4434574993,899877251.6,4060800
 01/08  05:00:00,,,,,6297924134,5250827054,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5193581371,1043036280,4060800
 01/08  06:00:00,,,,,7306867375,6112238248,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6054992564,1190568327,4060800
 01/08  07:00:00,,,,,6269244960,5154744568,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5097498884,1110439592,4060800
 01/08  08:00:00,,,,,7738519265,6364480612,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6307234928,1369977853,4060800
 01/08  09:00:00,,,,,6847421426,5594735311,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5537489627,1248625315,4060800
 01/08  10:00:00,,,,,5799491900,4704801490,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4647555806,1090629611,4060800
 01/08  11:00:00,,,,,6858620349,5610168738,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5552923054,1244390811,4060800
 01/08  12:00:00,,,,,6807201822,5556468224,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5499222540,1246672798,4060800
 01/08  13:00:00,,,,,6044795299,4839525455,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4782279772,1201209044,4060800
 01/08  14:00:00,,,,,6603301873,5330178298,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5272932615,1269062774,4060800
 01/08  15:00:00,,,,,6536171565,5311876530,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5254630846,1220234236,4060800
 01/08  16:00:00,,,,,6102058164,4859094232,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4801848549,1238903131,4060800
